repositoryName,mcrTags
apache/nifi-registry,"[agent,amazon,annotations,apache,api,authentication,aws,base64,binding,bootstrap,bridge,bundle,bytecode,cli,client,codec,codehaus,command-line,commons,connector,data,database,diff,directory,driver,eclipse,encoding,encryption,expression,extension,framework,github,google,groovy,hadoop,io,javax,jdbc,jetty,json,jsp,junit,jvm,jwt,language,logging,mail,metadata,mock,mocking,model,module,mysql,native,network,oauth,parser,persistence,platform,plugin,postgresql,provider,registry,runtime,sdk,security,selenium,server,service,servlet,slf4j,specs,spring,sql,ssh,standard,swagger,testing,toolkit,tools,validation,web,webapp,webserver,webservice,xml,yaml]"
rabbitmq/rabbitmq-perf-test,"[amqp,apache,assertion,benchmark,cli,client,command-line,commons,eclipse,engine,generator,google,io,jetty,jmx,json,junit,logging,management,message,metrics,mock,mocking,monitoring,parser,performance,prometheus,quality,queue,rabbitmq,registry,server,servlet,testing,webserver]"
DataStax-Academy/cassandra-workshop-series,"[admin,aop,apache,api,aspect,assertion,assets,avro,base64,beans,bootstrap,builder,camel,cassandra,client,codec,collections,commons,config,console,csv,database,dependency-injection,distributed,driver,encoding,engine,etcd,expression,framework,github,google,graph,graphql,grpc,hadoop,hibernate,io,javax,json,junit,kafka,language,launcher,logging,mapping,netty,network,nosql,persistence,platform,processor,protocol,quality,query,rpc,runner,runtime,serialization,server,servlet,socket,specs,spring,standard,starter,streaming,structures,swagger,tabular,testing,timeseries,tools,ui,upload,validation,web,webservice]"
jensgerdes/sonar-pmd,"[apache,api,assertion,bridge,client,codehaus,commons,frontend,google,junit,mock,mocking,plugin,quality,sonar,streaming,testing,xml]"
openjdk/loom,"[apache,api,benchmark,dom,file-system,generator,github,graphics,ide,interface,junit,layout,loader,module,netbeans,performance,svg,swing,testing,ui,visual]"
logfellow/logstash-logback-encoder,"[api,assertion,concurrency,disruptor,generator,javax,junit,logging,mock,mocking,quality,servlet,specs,standard,testing,uuid]"
gabrie-allaigre/sonar-gitlab-plugin,"[analysis,apache,api,assertion,batch,client,codehaus,commons,defect,engine,git,github,google,http,junit,metadata,mock,mocking,plugin,quality,sonar,template,testing]"
bpodgursky/jbool_expressions,"[compiler,junit,parser,runtime,testing]"
DigitalPebble/storm-crawler,"[amazon,analyzer,apache,api,aws,binding,bridge,cache,cli,client,command-line,crawler,driver,elastic,elasticsearch,engine,github,html,http,i18n,ibm,json,junit,language,logging,mock,mocking,parser,remote,rest,rss,s3,sdk,search,selenium,slf4j,solr,support,syndication,testing,xml,yaml]"
swagger-api/swagger-socket,"[annotations,apache,api,asynchronous,binding,bridge,build,build-system,bundle,client,compiler,container,eclipse,embedded,framework,frontend,http,io,javax,jaxrs,jetty,json,junit,jvm,language,library,logging,maven,messaging,metadata,osgi,plugin,provider,rest,runtime,scala,server,service,servlet,slf4j,specs,standard,swagger,testing,tomcat,web,webserver,webservice,websocket]"
hap-java/HAP-Java,"[api,assertion,buffer,codec,encryption,http,io,javax,json,junit,logging,mock,mocking,netty,network,quality,queue,slf4j,socket,specs,standard,testing,transport,zeromq]"
ozlerhakan/mongolastic,"[apache,api,binding,bridge,client,database,driver,elastic,elasticsearch,json,junit,logging,mongodb,search,slf4j,testing,transport]"
ICIJ/node-tika,"[apache,github,google,json,parser]"
forcedotcom/wsc,"[annotations,api,appengine,beans,binding,cloud,compiler,computing,google,json,junit,metadata,parser,reflection,sdk,testing]"
psal/jstylo,"[ai,apache,bigdata,bridge,computing,distributed,google,hadoop,json,junit,logging,machine-learning,mock,mocking,query,slf4j,spark,sql,testing]"
PanicInitiative/PanicButton,"[android,google,json,junit,mock,mocking,platform,testing]"
alibaba/compileflow,"[analysis,annotations,apache,api,binding,bridge,collections,commons,compiler,defect,dependency-injection,eclipse,expression,github,java,junit,language,logging,metadata,mock,mocking,parser,slf4j,spring,structures,testing,xml]"
eclipse/microprofile-config,"[annotations,api,config,eclipse,osgi,service]"
eclipse/jnosql,"[apache,api,column,communication,compiler,config,database,eclipse,expression,graph,groovy,hibernate,io,language,mapping,matching,neo4j,nosql,parser,persistence,query,reactive,runtime,streaming,testing,validation,web]"
redpen-cc/redpen,"[analysis,apache,api,cli,command-line,commons,eclipse,elastic,elasticsearch,io,javax,jetty,json,junit,logging,markdown,mock,mocking,parser,plugin,provider,reflection,search,server,servlet,slf4j,specs,spring,standard,support,testing,web,webapp,webserver]"
alibaba/simpleel,"[junit,testing,tools]"
sofastack/sofa-jraft,"[analysis,apache,api,benchmark,binding,bridge,bytecode,commons,compression,concurrency,defect,disruptor,example,generator,google,grpc,io,json,junit,library,logging,management,matching,metadata,metrics,mock,mocking,module,monitoring,native,netty,network,performance,protocol,rocksdb,rpc,runtime,serialization,slf4j,socket,stub,testing,webservice,yaml]"
codecentric/chaos-monkey-spring-boot,"[assertion,bridge,client,data,database,embedded,framework,jpa,junit,logging,mock,mocking,persistence,quality,slf4j,spring,sql,starter,testing,web]"
tinkerpop/gremlin,"[ant,apache,build,cli,codehaus,command-line,console,database,graph,groovy,junit,jvm,language,neo4j,terminal,testing,tools]"
aliyun/aliyun-log-logback-appender,"[api,date,google,junit,logging,producer,protocol,serialization,slf4j,testing,time]"
HiddenStage/divide,"[analysis,android,annotations,apache,api,build,build-system,client,commons,connection,container,dao,defect,dependency-injection,eclipse,encryption,framework,google,hashing,http,ide,io,javax,jetty,json,junit,mail,maven,metadata,mock,mocking,orientdb,platform,plugin,reactive,server,servlet,specs,standard,testing,url,webserver,webservice]"
coti-io/coti-node,"[amazon,android,apache,api,appserver,aws,binding,client,code,codegen,collections,commons,config,elastic,elasticsearch,encryption,framework,generator,google,gwt,integration,io,javax,json,junit,logging,math,message,mock,mocking,module,queue,rest,rocksdb,s3,sdk,search,security,server,slf4j,socket,specs,spring,standard,starter,structures,testing,validation,web,web-framework,websocket,xml,zeromq]"
highsource/jsonix-schema-compiler,"[ant,api,binding,build,build-system,cli,compiler,javax,json,junit,logging,maven,parser,plugin,runtime,schema,slf4j,specs,standard,testing,tools,xml]"
cobbzilla/s3s3mirror,"[amazon,apache,api,aws,bridge,cli,code,codegen,commons,date,generator,io,junit,logging,mock,mocking,parser,s3,sdk,slf4j,testing,time]"
springdoc/springdoc-openapi,"[api,assets,authentication,binding,classpath,data,experimental,github,groovy,io,javax,json,jwt,kotlin,mvc,native,oauth,rest,runtime,security,specs,spring,standard,swagger,ui,web,xml]"
castledio/castled,"[ads,amazon,apache,api,authentication,aws,binding,cache,client,cloud,code,codegen,collections,commons,compression,connector,csv,database,dependency-injection,driver,engine,forms,generator,github,google,grpc,http,io,javax,jdbc,json,junit,jwt,kafka,mail,messaging,migration,mime,mysql,network,postgresql,protocol,redis,redshift,rpc,s3,scheduling,sdk,security,service,specs,spring,sql,ssh,standard,storage,streaming,structures,tabular,template,testing,validation,webservice]"
apache/ozone,"[admin,ajax,amazon,analysis,annotations,apache,api,assertion,authentication,aws,azure,base64,beans,benchmark,binding,bridge,bytecode,cache,cbor,cli,client,cloud,cluster,codec,codehaus,collections,command-line,commons,compression,computing,config,container,coverage,csv,database,defect,dependency-injection,distributed,dns,doc,eclipse,embedded,encoding,encryption,engine,example,extension,file-system,framework,ftp,gateway,generator,github,google,grpc,hadoop,hbase,hsql,http,integration,interface,io,javax,jaxrs,jboss,jdbc,jetty,json,jsp,junit,jvm,kotlin,language,launcher,logging,management,manager,managment,mapreduce,matching,math,metadata,metrics,mock,mocking,module,monitoring,netty,network,openstack,parallel,parser,performance,platform,pool,pooling,prometheus,protocol,provider,proxy,quality,reflection,registry,rest,rocksdb,routing,rpc,ruby,runtime,s3,scm,sdk,serialization,server,service,servlet,slf4j,socket,specs,sql,sqlite,ssh,ssl,standard,storage,streaming,structures,swagger,tabular,testing,text,tools,tracing,validation,web,webapp,webserver,webservice,xml,yaml,yarn]"
julianhyde/optiq,"[apache,benchmark,binding,client,codehaus,compiler,computing,connector,csv,data,database,diff,distributed,driver,eclipse,embedded,generator,google,hsql,io,jdbc,jetty,json,junit,jvm,language,mongodb,mysql,nosql,parser,patch,performance,pool,pooling,server,spark,sql,tabular,testing,web,webserver,xml]"
google/myanmar-tools,"[assertion,benchmark,google,i18n,ibm,junit,performance,quality,testing,tools]"
MyRobotLab/myrobotlab,"[amazon,analyzer,annotations,apache,api,aws,binding,broker,camera,cli,client,clojure,cloud,commons,cron,csv,deep-learning,desktop,driver,eclipse,elastic,elasticsearch,embedded,engine,extension,framework,full-text,git,github,google,html,http,index,indexing,interface,io,javax,json,junit,kafka,language,logging,lucene,machine-learning,mail,messaging,metadata,native,network,nlp,parser,platform,plugin,protocol,python,resource,runtime,scheduling,scm,sdk,search,slf4j,social,solr,specs,standard,streaming,swing,tabular,tcp,tensorflow,testing,tools,twitter,ui,version-control,webcam,websocket,xml,xmpp,yaml]"
majianzheng/jarboot,"[agent,api,example,expression,github,io,language,server,spring,starter]"
mitre/HTTP-Proxy-Servlet,"[apache,api,bridge,client,eclipse,http,javax,jetty,junit,logging,server,servlet,specs,standard,testing,webserver]"
AdoptOpenJDK/IcedTea-Web,"[annotations,github,html,javascript,junit,logging,matching,metadata,parser,rules,scripting,slf4j,system,testing]"
reinert/JJSchema,"[annotations,api,binding,javax,json,junit,metadata,specs,standard,testing]"
Devskiller/friendly-id,"[assertion,io,quality,spring,starter,testing]"
Slimefun/Slimefun4,"[analysis,api,defect,github,google,io,junit,metadata,mock,mocking,testing]"
febsteam/FEBS-Shiro,"[apache,api,cache,data,database,datasource,generator,github,google,html,io,jdbc,parser,persistence,redis,security,spring,starter,xml]"
CodeStory/fluent-http,"[angular,angularjs,annotations,apache,api,assertion,assets,automation,binding,bootstrap,browser,classpath,commons,css,dependency-injection,engine,github,google,http,io,json,junit,logging,markdown,metadata,mock,mocking,native,quality,rules,scanning,scripting,slf4j,spring,styles,system,template,testing,web,yaml]"
javaee/metro-jax-ws,"[annotations,ant,apache,api,binding,buffer,build,build-system,bytecode,codehaus,eclipse,http,javaee,javax,junit,launcher,mail,management,maven,messaging,metadata,model,persistence,plugin,policy,runtime,servlet,soap,specs,standard,streaming,testing,testng,tools,web,webservice,xml]"
oracle/pgql-lang,"[apache,commons,junit,testing]"
apache/commons-lang,"[analysis,apache,benchmark,commons,defect,generator,google,junit,matching,metadata,mocking,performance,testing,text]"
cincheo/jsweet,"[angular,ant,apache,api,build,builder,cli,client,commons,generator,google,html,http,io,javax,jquery,json,junit,logging,mock,mocking,osgi,parser,socket,specs,standard,testing,text,tools]"
tencentyun/qcloud-cos-sts-sdk,"[binding,json,junit,testing]"
MarcGiffing/wicket-spring-boot,"[annotations,apache,assets,authentication,beans,bootstrap,cassandra,database,extension,framework,github,hazelcast,hibernate,javascript,jquery,json,library,memcached,native,persistence,platform,redis,security,serialization,spring,starter,validation,web,websocket,wicket]"
yurishkuro/opentracing-tutorial,"[client,http,io]"
jenkinsci/generic-webhook-trigger-plugin,"[api,assertion,github,google,io,jenkins,json,junit,logging,math,plugin,quality,slf4j,testing]"
pkainulainen/spring-data-jpa-examples,"[aop,api,aspect,assertion,beans,bridge,bytecode,codehaus,config,data,database,dependency-injection,embedded,expression,framework,github,google,hibernate,javax,jaxrs,jdbc,jpa,json,junit,language,logging,mapping,matching,mock,mocking,mvc,orm,persistence,pool,quality,relational,rest,security,servlet,slf4j,specs,spring,sql,standard,support,testing,transaction,validation,web]"
CrawlScript/WebCollector,"[apache,api,avro,bridge,client,connector,database,driver,google,html,http,jdbc,json,junit,logging,mysql,parser,pool,pooling,protocol,rocksdb,selenium,serialization,slf4j,spring,sql,testing,web]"
apache/hadoop,"[ajax,amazon,analysis,annotations,ant,apache,api,assertion,authentication,avro,aws,azure,base64,beans,binding,bridge,build,build-system,bundle,bytecode,cache,cbor,cli,client,cloud,cluster,code-coverage,codec,codehaus,collections,command-line,commons,communication,compression,config,coordination,coverage,csv,data,database,defect,dependency-injection,distributed,dns,eclipse,embedded,encoding,encryption,engine,example,extension,file-system,framework,ftp,github,google,grpc,hadoop,hbase,hsql,http,integration,io,javax,jaxrs,jdbc,jetty,json,jsp,junit,kafka,launcher,leveldb,library,logging,management,managment,mapping,mapreduce,matching,math,maven,memory,messaging,metadata,metrics,mock,mocking,model,module,monitoring,native,netty,network,off-heap,openstack,parallel,parser,performance,platform,plugin,pojo,pool,protocol,provider,proxy,quality,reactive,reflection,registry,remoting,rest,routing,rpc,ruby,rules,runtime,sdk,serialization,server,service,servlet,slf4j,socket,specs,sql,ssh,ssl,standard,storage,streaming,structures,stub,swagger,system,tabular,testing,text,tools,web,webapp,webserver,webservice,websocket,xml,yaml,yarn,zookeeper]"
logpresso/CVE-2021-44228-Scanner,"[apache,commons,compression,github,junit,rules,system,testing]"
yahoo/sherlock,"[annotations,apache,api,binding,bridge,build,build-system,cli,client,code,codegen,framework,generator,google,http,io,json,logging,mail,maven,metadata,mock,mocking,model,parser,plugin,redis,slf4j,spark,template,testing,testng,tools,web,yaml]"
yindz/common-random,"[apache,api,binding,collections,commons,github,google,io,json,junit,logging,slf4j,structures,testing]"
twitter/hraven,"[apache,api,bridge,cli,client,codehaus,command-line,database,dependency-injection,google,hadoop,hbase,http,io,javax,jaxrs,jetty,json,junit,logging,mapping,mapreduce,mock,mocking,module,parallel,parser,registry,rest,server,servlet,slf4j,specs,standard,stats,testing,twitter,web,webserver,webservice]"
GoogleCloudPlatform/appengine-gcs-client,"[api,appengine,binding,client,cloud,computing,date,google,http,javax,junit,mock,mocking,sdk,service,servlet,specs,standard,storage,stub,testing,time,tools,xml]"
liuyadu/open-cloud,"[apache,api,bpm,cloud,engine,generator,html,javax,parser,persistence,sdk,servlet,specs,spring,standard,starter]"
RWS/odata,"[actor,akka,annotations,aop,apache,api,aspect,beans,binding,client,concurrency,config,connection,controller,dependency-injection,distributed,embedded,expression,framework,generator,google,http,io,javax,json,junit,jvm,language,library,logging,metadata,mock,mocking,module,mvc,parser,processor,render,reporter,scala,server,service,servlet,slf4j,specs,spring,standard,starter,testing,tomcat,tracing,typesafe,url,web,webserver,webservice,websocket,xml]"
everitoken/evt4j,"[analysis,annotations,apache,api,barcode,base64,bitcoin,client,codec,commons,currency,date,defect,encoding,engine,google,http,json,junit,logging,metadata,slf4j,testing,time]"
hantsy/angularjs-springmvc-sample-boot,"[annotations,api,beans,binding,cache,code,codegen,dependency-injection,generator,github,hibernate,io,javax,jpa,json,mapping,metadata,persistence,relational,rest,specs,spring,standard,swagger,testing,ui,validation]"
kafka-ops/julie,"[annotations,apache,api,assertion,avro,binding,cli,client,code,codegen,command-line,config,coordination,database,distributed,generator,io,json,junit,kafka,library,logging,matching,metadata,mock,mocking,parser,plugin,protocol,provider,quality,redis,registry,schema,serialization,streaming,testing,typesafe,webservice,yaml,zookeeper]"
bootsrc/jseckill,"[apache,collections,commons,connector,coordination,database,distributed,driver,google,io,json,logging,mysql,persistence,redis,runtime,serialization,spring,starter,structures,zookeeper]"
IQSS/dataverse,"[apache,api,assertion,authentication,base64,bridge,client,codec,commons,compression,config,container,csv,data,database,driver,elasticsearch,encoding,engine,excel,github,google,hashing,html,http,i18n,io,jdbc,json,junit,library,logging,match,matching,math,matrix,migration,mime,mock,mocking,module,nlp,oauth,parser,platform,postgresql,provider,quality,rest,rss,schema,sdk,search,server,service,servlet,slf4j,solr,spreadsheet,syndication,tabular,testing,text,tools,validation,vector,webservice]"
